,Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
28489,Counter-Strike: Global Offensive,22.4,Kids,21.63,Xbox,No,Valve,Valve,2022,Party,No,34.3,Ultra,Good,Excellent,"Solid game, but the graphics could be better.",Offline,10
28490,Cuphead,40.8,Adults,51.58,PlayStation,Yes,Capcom,Electronic Arts,2021,Simulation,No,53.7,Ultra,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,10
28491,Hades,41.7,Teens,56.67,Xbox,No,Epic Games,Innersloth,2013,Puzzle,Yes,45.0,Medium,Good,Good,"Disappointing game, but the gameplay is amazing.",Offline,5
28492,Among Us,35.9,Teens,33.97,Xbox,Yes,Game Freak,Nintendo,2023,RPG,No,58.2,Ultra,Excellent,Poor,"Amazing game, but the graphics could be better.",Offline,4
28493,Hades,28.7,All Ages,29.29,Xbox,Yes,Rockstar Games,Electronic Arts,2017,Puzzle,No,45.2,Ultra,Excellent,Good,"Amazing game, but the gameplay is amazing.",Online,8
28494,Call of Duty: Modern Warfare 2,27.9,Kids,27.44,PC,No,CD Projekt Red,Square Enix,2014,Fighting,No,40.8,Medium,Poor,Average,"Disappointing game, but the graphics could be better.",Offline,5
28495,Fortnite,35.1,Kids,33.35,PC,No,Game Freak,Square Enix,2017,Simulation,No,54.9,Low,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,2
28496,Fortnite,40.1,Adults,42.14,Xbox,Yes,Valve,Epic Games,2015,Simulation,Yes,59.4,High,Excellent,Average,"Disappointing game, but too many bugs.",Online,8
28497,Pokémon Scarlet & Violet,26.7,All Ages,37.18,PlayStation,Yes,Nintendo,Activision,2020,Party,Yes,21.9,Ultra,Average,Good,"Great game, but too many bugs.",Online,6
28498,Half-Life: Alyx,31.9,Teens,55.01,PlayStation,Yes,Valve,Activision,2018,Fighting,Yes,8.5,High,Poor,Excellent,"Solid game, but the graphics could be better.",Online,1
28499,Hades,33.8,All Ages,43.61,Nintendo Switch,Yes,Epic Games,Nintendo,2010,RPG,Yes,36.6,Ultra,Average,Poor,"Solid game, but too many bugs.",Offline,3
28500,Stardew Valley,38.1,All Ages,43.45,Xbox,No,Capcom,Nintendo,2018,Strategy,Yes,50.5,Ultra,Average,Average,"Great game, but the gameplay is amazing.",Online,8
28501,League of Legends,45.2,Teens,59.53,PlayStation,Yes,CD Projekt Red,Take-Two Interactive,2021,Strategy,Yes,52.3,Ultra,Good,Poor,"Disappointing game, but the gameplay is amazing.",Online,6
28502,Overwatch 2,42.2,Teens,50.99,Xbox,Yes,Game Freak,Activision,2013,Simulation,Yes,56.1,Low,Excellent,Good,"Amazing game, but the gameplay is amazing.",Online,5
28503,Spelunky 2,22.1,Kids,42.3,Mobile,No,Epic Games,Epic Games,2020,Party,No,9.5,High,Average,Poor,"Solid game, but too many bugs.",Online,5
28504,Overwatch 2,27.9,Teens,51.26,Xbox,No,Bungie,Square Enix,2012,Simulation,No,9.6,Low,Excellent,Poor,"Great game, but the graphics could be better.",Offline,6
28505,Minecraft,32.4,Adults,45.4,Mobile,Yes,Capcom,Valve,2016,Strategy,Yes,27.0,Medium,Excellent,Good,"Great game, but too many bugs.",Online,1
28506,Sid Meier’s Civilization VI,27.4,Adults,27.56,Nintendo Switch,No,EA Sports,Nintendo,2010,Adventure,Yes,40.1,Ultra,Average,Poor,"Amazing game, but the gameplay is amazing.",Online,4
28507,Portal 2,38.9,Kids,48.39,Xbox,Yes,Rockstar Games,Valve,2020,Shooter,Yes,47.5,Medium,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,2
28508,Tetris,18.9,Teens,22.08,PC,No,EA Sports,Nintendo,2023,Strategy,No,24.0,Low,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,7
28509,Call of Duty: Modern Warfare 2,37.3,All Ages,53.74,Nintendo Switch,No,CD Projekt Red,Square Enix,2019,Action,No,33.1,Medium,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,8
28510,Red Dead Redemption 2,40.5,Teens,58.68,Mobile,Yes,CD Projekt Red,Capcom,2015,Shooter,Yes,40.5,Low,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,3
28511,League of Legends,34.1,Teens,55.83,Mobile,Yes,Capcom,Take-Two Interactive,2011,Puzzle,Yes,25.0,Medium,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,4
28512,Animal Crossing: New Horizons,40.7,Teens,58.23,PlayStation,Yes,Game Freak,Activision,2022,Sports,Yes,37.7,Medium,Poor,Poor,"Great game, but the gameplay is amazing.",Online,4
28513,Sid Meier’s Civilization VI,38.9,Adults,45.22,Nintendo Switch,Yes,Innersloth,Electronic Arts,2020,Fighting,No,56.2,Medium,Average,Average,"Great game, but the graphics could be better.",Offline,8
28514,Red Dead Redemption 2,33.5,Teens,42.51,Nintendo Switch,No,EA Sports,Valve,2013,Shooter,No,40.6,Low,Good,Poor,"Disappointing game, but too many bugs.",Offline,2
28515,Bioshock Infinite,22.6,Teens,37.97,Xbox,Yes,Innersloth,Square Enix,2015,Action,No,18.2,Medium,Average,Excellent,"Amazing game, but the graphics could be better.",Online,2
28516,Minecraft,25.6,Adults,42.45,Nintendo Switch,No,Bungie,Electronic Arts,2021,Puzzle,No,20.7,Low,Average,Poor,"Solid game, but the graphics could be better.",Online,4
28517,Pillars of Eternity II: Deadfire,17.1,Teens,20.74,PC,No,EA Sports,Innersloth,2016,RPG,No,19.6,Medium,Excellent,Good,"Great game, but too many bugs.",Online,8
28518,Stardew Valley,26.6,All Ages,32.14,PC,Yes,Epic Games,Innersloth,2012,Fighting,Yes,33.3,High,Excellent,Poor,"Amazing game, but too many bugs.",Online,7
28519,1000-Piece Puzzle,26.9,Adults,26.37,Xbox,No,Innersloth,Take-Two Interactive,2022,Strategy,Yes,47.4,High,Good,Poor,"Great game, but too many bugs.",Online,5
28520,Spelunky 2,41.8,Kids,50.17,Xbox,No,Valve,Innersloth,2020,Puzzle,Yes,55.4,Ultra,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,3
28521,The Legend of Zelda: Breath of the Wild,32.8,Teens,51.61,Nintendo Switch,Yes,Bungie,Electronic Arts,2011,Fighting,No,18.6,High,Excellent,Average,"Great game, but the graphics could be better.",Offline,8
28522,Pokémon Scarlet & Violet,25.7,All Ages,28.85,PC,No,Innersloth,Valve,2010,Party,No,44.0,Medium,Average,Poor,"Amazing game, but the gameplay is amazing.",Online,1
28523,The Legend of Zelda: Breath of the Wild,29.2,Teens,38.27,Xbox,Yes,Bungie,Epic Games,2023,Action,No,35.1,High,Good,Average,"Disappointing game, but the graphics could be better.",Offline,2
28524,Tekken 7,18.5,Adults,34.01,PC,Yes,Valve,Innersloth,2016,Sports,Yes,5.0,Medium,Average,Good,"Amazing game, but too many bugs.",Offline,4
28525,Hades,21.6,All Ages,42.13,PlayStation,Yes,Capcom,Square Enix,2018,Adventure,No,7.2,Low,Average,Good,"Disappointing game, but the gameplay is amazing.",Online,8
28526,Spelunky 2,32.9,Teens,35.99,Nintendo Switch,No,Game Freak,Electronic Arts,2018,Puzzle,No,47.0,High,Average,Poor,"Amazing game, but the gameplay is amazing.",Offline,4
28527,Super Mario Odyssey,16.4,Kids,21.21,Nintendo Switch,No,Capcom,Activision,2014,Strategy,Yes,12.8,Low,Poor,Average,"Amazing game, but the gameplay is amazing.",Online,3
28528,Ghost of Tsushima,11.8,All Ages,20.14,Xbox,No,CD Projekt Red,Valve,2016,RPG,Yes,11.8,High,Excellent,Excellent,"Disappointing game, but too many bugs.",Offline,6
28529,Ghost of Tsushima,37.3,Adults,44.9,PlayStation,Yes,Epic Games,Take-Two Interactive,2022,Shooter,No,46.8,Medium,Good,Poor,"Great game, but too many bugs.",Online,7
28530,The Elder Scrolls V: Skyrim,20.9,All Ages,29.91,Xbox,No,EA Sports,Electronic Arts,2015,Puzzle,No,20.0,Medium,Average,Poor,"Amazing game, but too many bugs.",Online,8
28531,Fall Guys,28.9,All Ages,44.48,PlayStation,Yes,Nintendo,Square Enix,2023,RPG,Yes,25.9,High,Excellent,Average,"Great game, but the graphics could be better.",Offline,2
28532,Super Smash Bros. Ultimate,14.7,All Ages,25.85,Xbox,No,CD Projekt Red,Capcom,2022,Fighting,No,5.5,Medium,Good,Good,"Solid game, but too many bugs.",Offline,3
28533,Among Us,41.2,Kids,58.16,PC,No,Rockstar Games,Electronic Arts,2023,Action,No,38.3,Medium,Good,Average,"Great game, but too many bugs.",Offline,6
28534,Stardew Valley,24.7,Teens,23.69,Mobile,No,Bungie,Valve,2014,Puzzle,No,36.1,Ultra,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,6
28535,Minecraft,39.1,All Ages,47.51,Nintendo Switch,Yes,Nintendo,Valve,2014,Sports,Yes,45.7,High,Average,Average,"Great game, but the gameplay is amazing.",Offline,3
28536,Kingdom Hearts III,29.6,All Ages,48.66,Nintendo Switch,Yes,Valve,Valve,2017,Action,Yes,22.8,Medium,Average,Excellent,"Solid game, but the graphics could be better.",Offline,2
28537,Ghost of Tsushima,23.7,Kids,27.78,Mobile,Yes,Bungie,Nintendo,2011,Fighting,Yes,31.1,Medium,Poor,Average,"Amazing game, but the gameplay is amazing.",Offline,4
28538,Super Smash Bros. Ultimate,27.6,Kids,51.41,PlayStation,No,Bungie,Nintendo,2013,Puzzle,No,9.5,Ultra,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,10
28539,Sid Meier’s Civilization VI,39.8,All Ages,55.18,PC,No,Bungie,Nintendo,2012,Action,No,39.3,Ultra,Excellent,Average,"Great game, but too many bugs.",Online,4
28540,1000-Piece Puzzle,27.4,Kids,22.56,PlayStation,No,Rockstar Games,Capcom,2010,Fighting,Yes,59.8,Medium,Poor,Good,"Disappointing game, but the graphics could be better.",Online,2
28541,The Witcher 3: Wild Hunt,35.7,Teens,51.05,Xbox,No,Valve,Take-Two Interactive,2022,Party,No,37.6,Ultra,Poor,Poor,"Amazing game, but too many bugs.",Offline,4
28542,Counter-Strike: Global Offensive,22.0,Kids,30.07,PC,Yes,Nintendo,Activision,2013,RPG,Yes,28.6,High,Excellent,Average,"Great game, but too many bugs.",Offline,5
28543,Fortnite,42.8,Adults,53.3,PC,Yes,Bungie,Valve,2013,RPG,No,56.8,Ultra,Average,Average,"Amazing game, but too many bugs.",Offline,5
28544,Hades,33.3,Teens,41.38,PC,Yes,Epic Games,Square Enix,2010,Puzzle,No,38.6,Ultra,Average,Average,"Solid game, but the gameplay is amazing.",Offline,8
28545,Tomb Raider (2013),37.8,Kids,54.43,PC,Yes,EA Sports,Capcom,2023,Fighting,No,39.3,Ultra,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,3
28546,Hitman 3,38.1,Adults,59.56,Nintendo Switch,Yes,Valve,Nintendo,2017,Adventure,No,32.2,High,Good,Average,"Amazing game, but too many bugs.",Online,7
28547,The Elder Scrolls V: Skyrim,26.9,Adults,42.79,Xbox,Yes,CD Projekt Red,Epic Games,2010,RPG,No,12.7,Medium,Average,Average,"Solid game, but the gameplay is amazing.",Offline,7
28548,The Legend of Zelda: Breath of the Wild,38.8,Teens,50.14,PlayStation,No,Valve,Innersloth,2016,Party,Yes,42.4,Low,Average,Average,"Great game, but too many bugs.",Online,8
28549,Pillars of Eternity II: Deadfire,41.9,Kids,52.69,PlayStation,Yes,CD Projekt Red,Epic Games,2021,Simulation,No,50.9,Medium,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,6
28550,Overwatch 2,47.4,Adults,59.3,PlayStation,Yes,Nintendo,Epic Games,2012,Simulation,No,59.8,Medium,Excellent,Good,"Amazing game, but too many bugs.",Offline,7
28551,Hitman 3,39.3,Adults,54.29,Xbox,Yes,Rockstar Games,Square Enix,2021,Sports,Yes,42.6,Medium,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,6
28552,Among Us,30.7,Adults,59.04,PlayStation,No,Nintendo,Activision,2013,Sports,No,6.9,High,Poor,Good,"Disappointing game, but the gameplay is amazing.",Offline,8
28553,Just Dance 2024,43.3,All Ages,52.31,Mobile,No,Innersloth,Activision,2012,Strategy,Yes,57.9,Low,Excellent,Good,"Solid game, but the graphics could be better.",Offline,5
28554,The Elder Scrolls V: Skyrim,31.8,Teens,40.31,PC,No,Nintendo,Activision,2015,Simulation,No,37.8,Ultra,Average,Excellent,"Disappointing game, but too many bugs.",Offline,7
28555,Hitman 3,25.1,Adults,46.0,Nintendo Switch,No,Rockstar Games,Activision,2020,Adventure,No,5.5,Ultra,Good,Excellent,"Amazing game, but the gameplay is amazing.",Online,5
28556,Grand Theft Auto V,39.5,Kids,56.67,PlayStation,No,CD Projekt Red,Electronic Arts,2020,Strategy,No,32.0,Low,Poor,Poor,"Amazing game, but the graphics could be better.",Online,5
28557,FIFA 24,44.2,Kids,55.62,Mobile,Yes,Rockstar Games,Take-Two Interactive,2017,Simulation,No,55.1,High,Excellent,Poor,"Amazing game, but too many bugs.",Online,2
28558,Mario Kart 8 Deluxe,33.1,Adults,56.26,Mobile,Yes,Innersloth,Innersloth,2018,Shooter,Yes,9.9,Ultra,Average,Good,"Great game, but the gameplay is amazing.",Online,5
28559,Just Dance 2024,31.0,All Ages,53.66,Nintendo Switch,No,CD Projekt Red,Innersloth,2023,Strategy,No,17.2,Ultra,Poor,Poor,"Great game, but too many bugs.",Online,6
28560,Grand Theft Auto V,27.4,All Ages,46.19,Xbox,No,Innersloth,Square Enix,2014,Adventure,No,13.6,Ultra,Excellent,Poor,"Disappointing game, but the gameplay is amazing.",Offline,10
28561,Super Mario Odyssey,28.1,All Ages,50.33,PlayStation,No,Game Freak,Epic Games,2010,Fighting,No,16.4,Ultra,Poor,Excellent,"Amazing game, but too many bugs.",Offline,6
28562,Mario Kart 8 Deluxe,29.4,Kids,40.74,PlayStation,No,Capcom,Innersloth,2020,Party,No,33.6,Low,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,10
28563,Rocket League,31.0,Adults,39.63,Nintendo Switch,Yes,Capcom,Electronic Arts,2014,Strategy,No,37.6,High,Poor,Average,"Great game, but the gameplay is amazing.",Offline,7
28564,Minecraft,32.5,Adults,37.68,PC,No,Nintendo,Nintendo,2016,Puzzle,Yes,43.5,Low,Good,Poor,"Disappointing game, but too many bugs.",Online,6
28565,Red Dead Redemption 2,21.7,Kids,36.47,Nintendo Switch,Yes,Valve,Activision,2014,Puzzle,Yes,15.5,Ultra,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Offline,7
28566,Cuphead,31.4,Teens,55.42,PC,Yes,EA Sports,Innersloth,2010,Adventure,Yes,7.0,High,Good,Excellent,"Great game, but the gameplay is amazing.",Offline,10
28567,Portal 2,25.7,Adults,28.38,Mobile,Yes,Valve,Capcom,2011,Strategy,No,43.7,Ultra,Excellent,Poor,"Solid game, but too many bugs.",Offline,5
28568,Red Dead Redemption 2,23.3,Teens,30.05,PC,Yes,Bungie,Epic Games,2017,Shooter,Yes,24.3,Low,Poor,Good,"Amazing game, but the graphics could be better.",Offline,5
28569,Overwatch 2,37.8,Adults,59.68,Mobile,No,Epic Games,Activision,2012,RPG,Yes,21.0,High,Average,Excellent,"Disappointing game, but too many bugs.",Offline,3
28570,Rocket League,24.0,Teens,37.98,PlayStation,No,Rockstar Games,Electronic Arts,2020,Puzzle,Yes,21.5,Medium,Good,Average,"Amazing game, but the graphics could be better.",Online,6
28571,The Sims 4,22.2,Teens,34.42,Nintendo Switch,No,EA Sports,Innersloth,2015,Puzzle,No,10.9,High,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,6
28572,Call of Duty: Modern Warfare 2,46.6,Teens,55.45,PlayStation,Yes,Innersloth,Take-Two Interactive,2021,Strategy,Yes,59.1,High,Excellent,Poor,"Disappointing game, but the gameplay is amazing.",Offline,1
28573,Stardew Valley,39.6,All Ages,56.37,Mobile,No,Epic Games,Capcom,2020,Puzzle,No,39.1,Medium,Poor,Excellent,"Amazing game, but the graphics could be better.",Online,8
28574,Street Fighter V,18.6,All Ages,26.15,PC,Yes,Rockstar Games,Electronic Arts,2022,Sports,No,17.7,Ultra,Average,Poor,"Solid game, but too many bugs.",Offline,3
28575,Grand Theft Auto V,40.9,Adults,46.48,PlayStation,Yes,Epic Games,Electronic Arts,2021,Fighting,Yes,57.0,High,Average,Average,"Great game, but too many bugs.",Offline,6
28576,The Legend of Zelda: Breath of the Wild,36.7,Kids,45.84,Xbox,No,Capcom,Epic Games,2019,Strategy,Yes,49.3,Medium,Good,Poor,"Disappointing game, but too many bugs.",Online,10
28577,Super Smash Bros. Ultimate,32.1,All Ages,28.1,PlayStation,Yes,Nintendo,Activision,2016,Adventure,Yes,55.0,Low,Good,Poor,"Disappointing game, but the graphics could be better.",Online,3
28578,Just Dance 2024,21.7,Kids,31.47,Xbox,No,Capcom,Epic Games,2011,Adventure,Yes,16.8,High,Excellent,Average,"Great game, but too many bugs.",Offline,7
28579,Super Smash Bros. Ultimate,20.5,Kids,24.87,Xbox,No,CD Projekt Red,Electronic Arts,2011,Puzzle,No,32.8,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Online,6
28580,Kingdom Hearts III,26.7,Teens,40.04,Nintendo Switch,Yes,Bungie,Epic Games,2011,Puzzle,Yes,26.0,Medium,Good,Average,"Solid game, but too many bugs.",Online,10
28581,Bioshock Infinite,33.3,Kids,58.97,PlayStation,Yes,Bungie,Activision,2020,Puzzle,Yes,6.9,High,Average,Good,"Solid game, but the graphics could be better.",Online,10
28582,Cuphead,38.2,Teens,41.02,Mobile,Yes,Bungie,Epic Games,2016,Puzzle,No,57.4,Low,Excellent,Poor,"Great game, but too many bugs.",Offline,3
28583,Overwatch 2,26.0,All Ages,38.01,Xbox,No,Capcom,Capcom,2020,Simulation,Yes,29.4,High,Excellent,Good,"Great game, but the graphics could be better.",Online,10
28584,Minecraft,20.8,Teens,25.37,Nintendo Switch,No,Game Freak,Square Enix,2011,Strategy,No,32.5,Low,Average,Average,"Amazing game, but the graphics could be better.",Offline,7
28585,Just Dance 2024,15.4,Kids,29.96,PlayStation,No,Innersloth,Innersloth,2012,Puzzle,Yes,5.5,Low,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,2
28586,Overwatch 2,36.6,Kids,41.15,Mobile,Yes,Rockstar Games,Take-Two Interactive,2011,RPG,No,51.9,High,Good,Excellent,"Amazing game, but the graphics could be better.",Online,4
28587,Overwatch 2,32.8,Teens,37.96,Nintendo Switch,Yes,Rockstar Games,Square Enix,2010,Party,No,39.6,High,Poor,Poor,"Solid game, but the graphics could be better.",Online,3
28588,Ghost of Tsushima,32.6,All Ages,42.75,PC,Yes,EA Sports,Valve,2021,Simulation,No,36.5,Ultra,Poor,Good,"Amazing game, but the graphics could be better.",Online,3
28589,Super Smash Bros. Ultimate,38.7,Teens,59.76,PlayStation,Yes,Nintendo,Epic Games,2013,RPG,Yes,24.6,Medium,Average,Average,"Great game, but too many bugs.",Offline,5
28590,Pokémon Scarlet & Violet,28.5,All Ages,36.42,PC,Yes,Capcom,Square Enix,2022,Shooter,No,35.3,High,Average,Poor,"Great game, but the graphics could be better.",Offline,5
28591,Tomb Raider (2013),20.7,All Ages,32.55,PC,Yes,Bungie,Nintendo,2021,Simulation,Yes,11.1,Ultra,Good,Good,"Disappointing game, but the graphics could be better.",Online,8
28592,Tomb Raider (2013),22.1,Teens,30.84,Nintendo Switch,No,Bungie,Square Enix,2019,Puzzle,Yes,19.5,Ultra,Excellent,Good,"Great game, but the gameplay is amazing.",Online,7
28593,Spelunky 2,35.8,Adults,50.92,PC,No,Nintendo,Electronic Arts,2013,Party,No,32.2,Low,Good,Good,"Amazing game, but too many bugs.",Online,6
28594,Counter-Strike: Global Offensive,17.1,Adults,22.0,Nintendo Switch,Yes,Rockstar Games,Nintendo,2016,Action,No,23.4,Ultra,Poor,Poor,"Disappointing game, but too many bugs.",Offline,2
28595,Fall Guys,30.4,Kids,36.01,PC,Yes,Game Freak,Take-Two Interactive,2023,Simulation,No,45.6,Medium,Poor,Poor,"Great game, but too many bugs.",Online,5
28596,Street Fighter V,24.9,Kids,36.46,Nintendo Switch,Yes,Rockstar Games,Innersloth,2020,Puzzle,No,24.3,Low,Good,Poor,"Great game, but the gameplay is amazing.",Online,7
28597,Tekken 7,33.9,All Ages,43.21,Xbox,Yes,Epic Games,Activision,2012,Shooter,Yes,43.0,Ultra,Excellent,Good,"Disappointing game, but too many bugs.",Online,3
28598,Bioshock Infinite,31.9,All Ages,52.43,Nintendo Switch,Yes,Rockstar Games,Valve,2017,Strategy,Yes,21.0,Medium,Poor,Good,"Disappointing game, but the graphics could be better.",Online,6
28599,Ghost of Tsushima,20.3,Kids,25.96,PC,No,Game Freak,Square Enix,2011,Puzzle,No,19.7,Ultra,Good,Excellent,"Great game, but the graphics could be better.",Online,1
28600,Pillars of Eternity II: Deadfire,19.0,Teens,33.14,PC,No,Epic Games,Capcom,2014,Simulation,Yes,13.1,Low,Poor,Good,"Solid game, but too many bugs.",Offline,6
28601,Mario Kart 8 Deluxe,31.5,All Ages,32.11,Nintendo Switch,Yes,Epic Games,Square Enix,2021,Strategy,Yes,49.6,High,Average,Average,"Amazing game, but the gameplay is amazing.",Online,5
28602,Tekken 7,31.7,Teens,54.53,PlayStation,Yes,Rockstar Games,Nintendo,2015,Action,No,17.6,Medium,Good,Excellent,"Amazing game, but the graphics could be better.",Online,1
28603,Rocket League,16.2,All Ages,24.06,Nintendo Switch,No,EA Sports,Activision,2012,Party,Yes,16.6,Ultra,Good,Excellent,"Amazing game, but the graphics could be better.",Online,1
28604,Call of Duty: Modern Warfare 2,28.9,All Ages,40.94,Xbox,No,Rockstar Games,Capcom,2017,Party,No,33.4,High,Good,Average,"Disappointing game, but the graphics could be better.",Online,4
28605,Spelunky 2,29.0,Adults,31.98,Xbox,No,Epic Games,Activision,2018,RPG,Yes,42.7,Medium,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,3
28606,Fortnite,38.8,Kids,44.43,Xbox,Yes,Innersloth,Activision,2021,Puzzle,Yes,55.4,High,Good,Average,"Disappointing game, but too many bugs.",Online,4
28607,Spelunky 2,27.0,Adults,25.49,Mobile,Yes,Epic Games,Valve,2016,Fighting,Yes,54.1,Ultra,Good,Poor,"Great game, but too many bugs.",Online,5
28608,Fortnite,36.9,Kids,55.66,Nintendo Switch,No,EA Sports,Capcom,2015,Sports,Yes,33.6,Medium,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Online,7
28609,Pokémon Scarlet & Violet,26.8,Kids,24.25,Mobile,Yes,Rockstar Games,Electronic Arts,2010,RPG,Yes,51.5,High,Good,Average,"Amazing game, but the graphics could be better.",Offline,2
28610,Grand Theft Auto V,32.3,All Ages,29.26,PlayStation,No,Capcom,Valve,2023,RPG,Yes,54.0,High,Poor,Excellent,"Disappointing game, but too many bugs.",Online,4
28611,Overwatch 2,44.5,Adults,59.68,PlayStation,No,EA Sports,Activision,2023,Simulation,No,47.7,Ultra,Excellent,Average,"Great game, but the graphics could be better.",Online,5
28612,Tetris,44.9,Kids,58.36,PC,No,EA Sports,Take-Two Interactive,2022,Action,Yes,49.9,Medium,Good,Good,"Amazing game, but too many bugs.",Online,8
28613,1000-Piece Puzzle,18.0,Teens,24.66,Mobile,No,Bungie,Square Enix,2020,Fighting,No,22.3,Low,Poor,Average,"Amazing game, but the graphics could be better.",Offline,1
28614,Super Mario Odyssey,23.0,Teens,43.67,Mobile,Yes,Bungie,Activision,2013,Shooter,Yes,10.0,Medium,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,1
28615,Among Us,29.9,Adults,43.57,Mobile,No,EA Sports,Square Enix,2021,Simulation,Yes,28.4,Low,Average,Average,"Solid game, but the gameplay is amazing.",Online,10
28616,Grand Theft Auto V,42.0,Kids,55.56,PC,No,Valve,Take-Two Interactive,2022,Adventure,Yes,48.5,Medium,Average,Poor,"Solid game, but the gameplay is amazing.",Offline,10
28617,Stardew Valley,25.9,Kids,45.23,PlayStation,Yes,EA Sports,Take-Two Interactive,2020,Sports,Yes,7.4,Ultra,Good,Poor,"Amazing game, but the gameplay is amazing.",Online,1
28618,Animal Crossing: New Horizons,28.0,Teens,20.68,Nintendo Switch,Yes,Nintendo,Capcom,2018,RPG,No,57.2,Ultra,Average,Excellent,"Great game, but the gameplay is amazing.",Online,6
28619,Ghost of Tsushima,33.1,Teens,46.28,PlayStation,Yes,Capcom,Square Enix,2022,RPG,No,32.5,Low,Average,Good,"Great game, but the gameplay is amazing.",Online,4
28620,Bioshock Infinite,23.9,Teens,21.59,PC,No,Rockstar Games,Take-Two Interactive,2016,Action,Yes,42.0,Low,Poor,Poor,"Amazing game, but the graphics could be better.",Offline,4
28621,Hitman 3,34.1,Teens,45.96,Xbox,Yes,Epic Games,Square Enix,2011,Action,Yes,42.8,High,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,1
28622,Hitman 3,40.5,Kids,52.28,Mobile,No,Innersloth,Innersloth,2010,RPG,Yes,43.1,Medium,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,7
28623,Tekken 7,36.7,Teens,58.68,Xbox,Yes,Game Freak,Epic Games,2019,Simulation,Yes,21.8,Medium,Poor,Poor,"Amazing game, but the graphics could be better.",Online,10
28624,Cuphead,28.3,Teens,37.05,Mobile,Yes,CD Projekt Red,Electronic Arts,2019,RPG,No,27.4,Ultra,Average,Good,"Disappointing game, but too many bugs.",Offline,10
28625,Mario Kart 8 Deluxe,26.2,Teens,29.49,Nintendo Switch,Yes,Game Freak,Electronic Arts,2022,Fighting,No,38.8,Medium,Average,Average,"Amazing game, but too many bugs.",Offline,2
28626,The Witcher 3: Wild Hunt,38.0,Adults,44.23,PlayStation,Yes,Nintendo,Square Enix,2015,Sports,Yes,51.8,Medium,Good,Average,"Great game, but the graphics could be better.",Online,1
28627,Counter-Strike: Global Offensive,30.5,Teens,50.02,Mobile,No,Game Freak,Valve,2011,Simulation,Yes,17.0,Low,Poor,Average,"Amazing game, but too many bugs.",Online,10
28628,Spelunky 2,29.8,Adults,38.93,PlayStation,Yes,EA Sports,Nintendo,2016,Strategy,Yes,38.5,Low,Average,Poor,"Great game, but the gameplay is amazing.",Offline,3
28629,Among Us,35.0,Kids,57.09,PlayStation,No,Bungie,Activision,2015,Shooter,No,16.2,Medium,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,7
28630,1000-Piece Puzzle,25.5,All Ages,30.67,Mobile,Yes,CD Projekt Red,Square Enix,2014,Action,No,35.0,High,Average,Average,"Solid game, but the gameplay is amazing.",Offline,3
28631,Red Dead Redemption 2,39.7,Teens,53.54,PlayStation,Yes,Nintendo,Epic Games,2017,Party,Yes,44.1,Medium,Poor,Poor,"Great game, but the graphics could be better.",Online,2
28632,Half-Life: Alyx,40.9,Adults,56.99,Xbox,No,CD Projekt Red,Square Enix,2022,Strategy,No,43.0,High,Excellent,Poor,"Solid game, but the graphics could be better.",Offline,4
28633,Red Dead Redemption 2,32.5,Adults,32.38,Mobile,Yes,Valve,Valve,2014,Party,Yes,53.5,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,3
28634,Cuphead,33.5,Kids,53.41,Nintendo Switch,No,EA Sports,Take-Two Interactive,2018,RPG,Yes,27.9,Ultra,Poor,Good,"Amazing game, but the gameplay is amazing.",Online,5
28635,Pillars of Eternity II: Deadfire,30.5,Teens,32.1,Nintendo Switch,No,Innersloth,Take-Two Interactive,2014,Fighting,No,54.5,Medium,Average,Excellent,"Solid game, but too many bugs.",Online,7
